== 2026-09-03T22:50:16Z cleaning results of earlier schemas
== 2026-09-03T22:50:16Z diff (workers=4, deadline=270 min)
[22:50:16] 773 pairs total, 773 to do, 4 workers, big pair > 120 MB download, deadline 270 min
[22:50:16] [1/773] libreoffice@26.2.4.2..26.2.5.2 (1407 MB dl, 0s, 78 MB rss) ok
[23:41:57] [483/764] libedit@3.1-20210910..3.1-20221009 (0 MB dl, 4s, 100 MB rss) ok
[23:41:57] [484/764] klibc@2.0.12..2.0.13 (0 MB dl, 2s, 77 MB rss) ok
[23:42:00] [485/764] klibc@2.0.13..2.0.14 (0 MB dl, 5s, 77 MB rss) ok
[23:42:00] [486/764] libnftnl@1.2.6..1.2.7 (0 MB dl, 4s, 101 MB rss) ok
[23:42:02] [487/764] nghttp2@1.68.0..1.68.1 (0 MB dl, 1s, 82 MB rss) ok
[23:42:04] [488/764] libedit@3.1-20240808..3.1-20250104 (0 MB dl, 7s, 100 MB rss) ok
[23:42:05] [489/764] libedit@3.1-20250104..3.1-20251016 (0 MB dl, 3s, 101 MB rss) ok
[23:42:06] [490/764] libedit@3.1-20251016..3.1-20260512 (0 MB dl, 6s, 100 MB rss) ok
[23:42:08] [491/764] libedit@3.1-20240517..3.1-20240808 (0 MB dl, 4s, 100 MB rss) ok
[23:42:08] [492/764] libedit@3.1-20230828..3.1-20240517 (0 MB dl, 4s, 100 MB rss) ok
[23:42:10] [493/764] libedit@3.1-20221009..3.1-20221030 (0 MB dl, 2s, 100 MB rss) ok
[23:42:10] [494/764] libedit@3.1-20221030..3.1-20230828 (0 MB dl, 4s, 81 MB rss) ok
[23:42:12] [495/764] libnftnl@1.2.5..1.2.6 (0 MB dl, 4s, 100 MB rss) ok
[23:42:13] [496/764] libnftnl@1.2.3..1.2.4 (0 MB dl, 4s, 100 MB rss) ok
[23:42:14] [497/764] libnftnl@1.2.4..1.2.5 (0 MB dl, 3s, 81 MB rss) ok
[23:42:15] [498/764] libxcrypt@4.4.36..4.4.38 (0 MB dl, 3s, 95 MB rss) ok
[23:42:17] [499/764] libxcrypt@4.4.35..4.4.36 (0 MB dl, 3s, 95 MB rss) ok
[23:42:18] [500/764] libxcrypt@4.4.33..4.4.35 (0 MB dl, 3s, 95 MB rss) ok
[23:42:19] [501/764] libxcrypt@4.4.27..4.4.28 (0 MB dl, 5s, 95 MB rss) ok
[23:42:20] [502/764] libxcrypt@4.4.28..4.4.30 (0 MB dl, 4s, 95 MB rss) ok
[23:42:21] [503/764] libxcrypt@4.4.30..4.4.33 (0 MB dl, 3s, 78 MB rss) ok
[23:42:23] [504/764] libxcrypt@4.4.26..4.4.27 (0 MB dl, 4s, 95 MB rss) ok
[23:42:23] [505/764] lz4@1.8.2..1.8.3 (0 MB dl, 3s, 97 MB rss) ok
[23:42:24] [506/764] libcap2@2.44..2.63 (0 MB dl, 3s, 100 MB rss) ok
[23:42:27] [507/764] chromaprint@1.3..1.3.2 (0 MB dl, 4s, 132 MB rss) ok
[23:42:29] [508/764] libfido2@1.16.0..1.17.0 (0 MB dl, 6s, 110 MB rss) ok
[23:42:30] [509/764] lvm2@2.03.02..2.03.07 (0 MB dl, 6s, 101 MB rss) ok
[23:42:32] [510/764] xxhash@0.8.0..0.8.1 (0 MB dl, 5s, 102 MB rss) ok
[23:42:33] [511/764] lvm2@2.03.07..2.03.09 (0 MB dl, 4s, 102 MB rss) ok
[23:42:36] [512/764] lvm2@2.03.11..2.03.15 (0 MB dl, 6s, 103 MB rss) ok
[23:42:37] [513/764] lvm2@2.03.10..2.03.11 (0 MB dl, 4s, 102 MB rss) ok
[23:42:37] [514/764] xxhash@0.8.2..0.8.3 (0 MB dl, 5s, 101 MB rss) ok
[23:42:38] [515/764] lvm2@2.03.09..2.03.10 (0 MB dl, 2s, 81 MB rss) ok
[23:42:38] [516/764] xxhash@0.8.1..0.8.2 (0 MB dl, 1s, 79 MB rss) ok
[23:42:41] [517/764] libfido2@1.15.0..1.16.0 (0 MB dl, 4s, 108 MB rss) ok
[23:42:41] [518/764] libfido2@1.14.0..1.15.0 (0 MB dl, 4s, 108 MB rss) ok
[23:42:42] [519/764] lvm2@2.03.15..2.03.16 (0 MB dl, 4s, 103 MB rss) ok
[23:42:45] [520/764] libfido2@1.13.0..1.14.0 (0 MB dl, 4s, 108 MB rss) ok
[23:42:45] [521/764] libfido2@1.12.0..1.13.0 (0 MB dl, 4s, 107 MB rss) ok
[23:42:46] [522/764] libfido2@1.11.0..1.12.0 (0 MB dl, 4s, 107 MB rss) ok
[23:42:49] [523/764] chromaprint@1.2..1.3 (0 MB dl, 4s, 127 MB rss) ok
[23:42:51] [524/764] libidn2@2.3.4..2.3.7 (0 MB dl, 6s, 96 MB rss) ok
[23:42:52] [525/764] lvm2@2.03.27..2.03.31 (0 MB dl, 6s, 103 MB rss) ok
[23:42:53] [526/764] lvm2@2.03.22..2.03.27 (0 MB dl, 4s, 103 MB rss) ok
[23:42:54] [527/764] lvm2@2.03.16..2.03.22 (0 MB dl, 2s, 83 MB rss) ok
[23:42:54] [528/764] libidn2@2.3.3..2.3.4 (0 MB dl, 3s, 96 MB rss) ok
[23:42:57] [529/764] libfido2@1.10.0..1.11.0 (0 MB dl, 4s, 107 MB rss) ok
[23:42:57] [530/764] libfido2@1.9.0..1.10.0 (0 MB dl, 3s, 107 MB rss) ok
[23:42:57] [531/764] libidn2@2.3.7..2.3.8 (0 MB dl, 3s, 96 MB rss) ok
[23:43:00] [532/764] lz4@1.8.1.2..1.8.2 (0 MB dl, 3s, 96 MB rss) ok
[23:43:04] [533/764] soundtouch@2.3.2+ds1..2.3.3+ds (0 MB dl, 7s, 119 MB rss) ok
[23:43:06] [534/764] soundtouch@2.3.3+ds..2.4.0+ds (0 MB dl, 9s, 118 MB rss) ok
[23:43:08] [535/764] soundtouch@2.4.0+ds..2.4.1+ds (0 MB dl, 8s, 118 MB rss) ok
[23:43:09] [536/764] libusb-1.0@1.0.29..1.0.30 (0 MB dl, 5s, 98 MB rss) ok
[23:43:09] [537/764] libusb-1.0@1.0.28..1.0.29 (0 MB dl, 3s, 98 MB rss) ok
[23:43:12] [538/764] libusb-1.0@1.0.26..1.0.27 (0 MB dl, 3s, 98 MB rss) ok
[23:43:12] [539/764] libusb-1.0@1.0.27..1.0.28 (0 MB dl, 3s, 79 MB rss) ok
[23:43:12] [540/764] libfido2@1.8.0..1.9.0 (0 MB dl, 4s, 107 MB rss) ok
[23:43:15] [541/764] libusb-1.0@1.0.25..1.0.26 (0 MB dl, 3s, 98 MB rss) ok
[23:43:15] [542/764] libidn2@2.3.2..2.3.3 (0 MB dl, 3s, 96 MB rss) ok
[23:43:15] [543/764] libusb-1.0@1.0.24..1.0.25 (0 MB dl, 3s, 98 MB rss) ok
[23:43:18] [544/764] xxhash@0.7.4..0.8.0 (0 MB dl, 3s, 101 MB rss) ok
[23:43:20] [545/764] jansson@2.15.0..2.15.1 (0 MB dl, 5s, 98 MB rss) ok
[23:43:21] [546/764] newt@0.52.19..0.52.20 (0 MB dl, 5s, 95 MB rss) ok
[23:43:23] [547/764] libusb-1.0@1.0.23..1.0.24 (0 MB dl, 3s, 98 MB rss) ok
[23:43:27] [548/764] kmod@34.1..34.2 (0 MB dl, 4s, 96 MB rss) ok
[23:43:30] [549/764] kmod@34..34.1 (0 MB dl, 3s, 96 MB rss) ok
[23:43:36] [550/764] libseccomp@2.6.0..2.6.1 (0 MB dl, 5s, 99 MB rss) ok
[23:43:39] [551/764] newt@0.52.20..0.52.21 (0 MB dl, 3s, 95 MB rss) ok
[23:43:42] [552/764] libsigc++-2.0@2.10.0..2.10.1 (0 MB dl, 24s, 131 MB rss) ok
[23:43:45] [553/764] libsigc++-2.0@2.10.1..2.10.2 (0 MB dl, 24s, 130 MB rss) ok
[23:43:47] [554/764] libtasn1-6@4.17.0..4.18.0 (0 MB dl, 5s, 97 MB rss) ok
[23:43:48] [555/764] libusb-1.0@1.0.22..1.0.23 (0 MB dl, 3s, 98 MB rss) ok
[23:43:51] [556/764] newt@0.52.18..0.52.19 (0 MB dl, 3s, 95 MB rss) ok
[23:43:51] [557/764] kmod@33+20241031..34 (0 MB dl, 3s, 96 MB rss) ok
[23:43:51] [558/764] libsigc++-2.0@2.9.3..2.10.0 (0 MB dl, 13s, 132 MB rss) ok
[23:43:54] [559/764] libseccomp@2.5.5..2.6.0 (0 MB dl, 3s, 97 MB rss) ok
[23:43:54] [560/764] libtasn1-6@4.16.0..4.17.0 (0 MB dl, 3s, 97 MB rss) ok
[23:43:55] [561/764] libtasn1-6@4.18.0..4.19.0 (0 MB dl, 3s, 97 MB rss) ok
[23:43:57] [562/764] kmod@32+20240611..33+20240816 (0 MB dl, 3s, 97 MB rss) ok
[23:43:58] [563/764] kmod@33+20240816..33+20241031 (0 MB dl, 3s, 79 MB rss) ok
[23:43:59] [564/764] pciutils@3.14.0..3.15.0 (0 MB dl, 5s, 97 MB rss) ok
[23:44:02] [565/764] rtmpdump@2.4+20151223.gitfa8646d.1..2.6 (0 MB dl, 5s, 96 MB rss) ok
[23:44:03] [566/764] libtasn1-6@4.14..4.15.0 (0 MB dl, 5s, 97 MB rss) ok
[23:44:04] [567/764] libtasn1-6@4.19.0..4.20.0 (0 MB dl, 1s, 98 MB rss) ok
[23:44:04] [568/764] libtasn1-6@4.20.0..4.21.0 (0 MB dl, 5s, 98 MB rss) ok
[23:44:05] [569/764] libtasn1-6@4.15.0..4.16.0 (0 MB dl, 1s, 78 MB rss) ok
[23:44:05] [570/764] pciutils@3.13.0..3.14.0 (0 MB dl, 3s, 97 MB rss) ok
[23:44:07] [571/764] kmod@32+20240327..32+20240611 (0 MB dl, 3s, 96 MB rss) ok
[23:44:09] [572/764] kmod@32..32+20240327 (0 MB dl, 3s, 96 MB rss) ok
[23:44:10] [573/764] audit@4.1.1..4.1.2 (0 MB dl, 5s, 97 MB rss) ok
[23:44:13] [574/764] pciutils@3.12.0..3.13.0 (0 MB dl, 3s, 98 MB rss) ok
[23:44:15] [575/764] libseccomp@2.5.2..2.5.3 (0 MB dl, 5s, 97 MB rss) ok
[23:44:16] [576/764] kmod@31+20240202..32 (0 MB dl, 3s, 96 MB rss) ok
[23:44:17] [577/764] libsigc++-2.0@2.8.0..2.9.3 (0 MB dl, 12s, 131 MB rss) ok
[23:44:19] [578/764] pciutils@3.11.1..3.12.0 (0 MB dl, 3s, 97 MB rss) ok
[23:44:19] [579/764] kmod@31..31+20240202 (0 MB dl, 3s, 96 MB rss) ok
[23:44:20] [580/764] libseccomp@2.5.1..2.5.2 (0 MB dl, 3s, 97 MB rss) ok
[23:44:21] [581/764] audit@4.0.5..4.1.1 (0 MB dl, 3s, 97 MB rss) ok
[23:44:22] [582/764] libseccomp@2.5.0..2.5.1 (0 MB dl, 3s, 97 MB rss) ok
[23:44:23] [583/764] libseccomp@2.5.3..2.5.4 (0 MB dl, 3s, 97 MB rss) ok
[23:44:24] [584/764] libseccomp@2.5.4..2.5.5 (0 MB dl, 3s, 78 MB rss) ok
[23:44:26] [585/764] lz4@1.8.0..1.8.1.2 (0 MB dl, 3s, 96 MB rss) ok
[23:44:27] [586/764] libusb-1.0@1.0.21..1.0.22 (0 MB dl, 3s, 98 MB rss) ok
[23:44:27] [587/764] newt@0.52.24..0.52.25 (0 MB dl, 5s, 95 MB rss) ok
[23:44:29] [588/764] newt@0.52.23..0.52.24 (0 MB dl, 3s, 95 MB rss) ok
[23:44:30] [589/764] pciutils@3.10.0..3.11.1 (0 MB dl, 3s, 97 MB rss) ok
[23:44:30] [590/764] newt@0.52.22..0.52.23 (0 MB dl, 3s, 95 MB rss) ok
[23:44:31] [591/764] newt@0.52.21..0.52.22 (0 MB dl, 1s, 78 MB rss) ok
[23:44:33] [592/764] rtmpdump@2.4+20151223.gitfa8646d..2.4+20151223.gitfa8646d.1 (0 MB dl, 3s, 96 MB rss) ok
[23:44:35] [593/764] soundtouch@2.3.1+ds1..2.3.2+ds1 (0 MB dl, 5s, 118 MB rss) ok
[23:44:36] [594/764] libidn2@2.2.0..2.3.0 (0 MB dl, 6s, 96 MB rss) ok
[23:44:36] [595/764] audit@4.0.2..4.0.5 (0 MB dl, 3s, 97 MB rss) ok
[23:44:38] [596/764] libidn2@2.3.0..2.3.1 (0 MB dl, 3s, 96 MB rss) ok
[23:44:38] [597/764] libidn2@2.3.1..2.3.2 (0 MB dl, 3s, 78 MB rss) ok
[23:44:39] [598/764] libidn2@2.0.5..2.2.0 (0 MB dl, 3s, 96 MB rss) ok
[23:44:41] [599/764] pciutils@3.9.0..3.10.0 (0 MB dl, 3s, 97 MB rss) ok
[23:44:42] [600/764] audit@4.0.1..4.0.2 (0 MB dl, 3s, 97 MB rss) ok
[23:44:46] [601/764] lmdb@0.9.31..0.9.35 (0 MB dl, 5s, 96 MB rss) ok
[23:44:46] [602/764] uchardet@0.0.7..0.0.8 (0 MB dl, 4s, 95 MB rss) ok
[23:44:47] [603/764] soundtouch@2.0.0..2.1.2+ds1 (0 MB dl, 9s, 133 MB rss) ok
[23:44:49] [604/764] lmdb@0.9.24..0.9.31 (0 MB dl, 3s, 97 MB rss) ok
[23:44:49] [605/764] libseccomp@2.4.4..2.5.0 (0 MB dl, 3s, 97 MB rss) ok
[23:44:50] [606/764] jansson@2.14..2.15.0 (0 MB dl, 3s, 98 MB rss) ok
[23:44:53] [607/764] audit@3.1.2..4.0.1 (0 MB dl, 3s, 97 MB rss) ok
[23:44:54] [608/764] snappy@1.2.0..1.2.1 (0 MB dl, 5s, 122 MB rss) ok
[23:44:56] [609/764] uchardet@0.0.6..0.0.7 (0 MB dl, 3s, 96 MB rss) ok
[23:44:58] [610/764] snappy@1.2.1..1.2.2 (0 MB dl, 3s, 120 MB rss) ok
[23:44:59] [611/764] libidn2@2.0.4..2.0.5 (0 MB dl, 3s, 95 MB rss) ok
[23:45:00] [612/764] pciutils@3.8.0..3.9.0 (0 MB dl, 3s, 97 MB rss) ok
[23:45:01] [613/764] libsigc++-2.0@2.10.2..2.10.4 (0 MB dl, 12s, 129 MB rss) ok
[23:45:03] [614/764] libtasn1-6@4.13..4.14 (0 MB dl, 3s, 98 MB rss) ok
[23:45:04] [615/764] pciutils@3.6.4..3.7.0 (0 MB dl, 5s, 97 MB rss) ok
[23:45:04] [616/764] snappy@1.1.10..1.2.0 (0 MB dl, 3s, 121 MB rss) ok
[23:45:06] [617/764] lmdb@0.9.22..0.9.24 (0 MB dl, 3s, 96 MB rss) ok
[23:45:07] [618/764] audit@3.1.1..3.1.2 (0 MB dl, 3s, 97 MB rss) ok
[23:45:09] [619/764] json-c@0.18+ds..0.19+ds (0 MB dl, 5s, 98 MB rss) ok
[23:45:11] [620/764] apparmor@4.1.0..4.1.3 (0 MB dl, 5s, 97 MB rss) ok
[23:45:11] [621/764] apparmor@3.0.12..3.0.13 (0 MB dl, 5s, 97 MB rss) ok
[23:45:12] [622/764] apparmor@3.1.7..4.1.0 (0 MB dl, 3s, 98 MB rss) ok
[23:45:13] [623/764] audit@3.0.9..3.1.1 (0 MB dl, 3s, 97 MB rss) ok
[23:45:14] [624/764] json-c@0.17..0.18+ds (0 MB dl, 3s, 97 MB rss) ok
[23:45:15] [625/764] pciutils@3.7.0..3.8.0 (0 MB dl, 1s, 78 MB rss) ok
[23:45:16] [626/764] audit@3.0.6..3.0.7 (0 MB dl, 5s, 97 MB rss) ok
[23:45:18] [627/764] apparmor@3.0.13..3.1.7 (0 MB dl, 1s, 78 MB rss) ok
[23:45:18] [628/764] soundtouch@1.9.2..2.0.0 (0 MB dl, 5s, 129 MB rss) ok
[23:45:19] [629/764] audit@3.0.7..3.0.9 (0 MB dl, 1s, 78 MB rss) ok
[23:45:20] [630/764] apparmor@5.0.1..5.0.2 (0 MB dl, 4s, 98 MB rss) ok
[23:45:21] [631/764] libseccomp@2.4.3..2.4.4 (0 MB dl, 3s, 97 MB rss) ok
[23:45:22] [632/764] libtasn1-6@4.12..4.13 (0 MB dl, 3s, 98 MB rss) ok
[23:45:22] [633/764] json-c@0.16..0.17 (0 MB dl, 3s, 97 MB rss) ok
[23:45:24] [634/764] apparmor@4.1.3..4.1.6 (0 MB dl, 3s, 98 MB rss) ok
[23:45:25] [635/764] lmdb@0.9.21..0.9.22 (0 MB dl, 3s, 96 MB rss) ok
[23:45:26] [636/764] snappy@1.1.9..1.1.10 (0 MB dl, 3s, 121 MB rss) ok
[23:45:27] [637/764] apparmor@4.1.7..4.1.8 (0 MB dl, 3s, 97 MB rss) ok
[23:45:27] [638/764] apparmor@4.1.8..5.0.1 (0 MB dl, 3s, 78 MB rss) ok
[23:45:28] [639/764] lmdb@0.9.19..0.9.21 (0 MB dl, 2s, 96 MB rss) ok
[23:45:29] [640/764] apparmor@4.1.6..4.1.7 (0 MB dl, 1s, 78 MB rss) ok
[23:45:30] [641/764] lmdb@0.9.18..0.9.19 (0 MB dl, 3s, 96 MB rss) ok
[23:45:30] [642/764] json-c@0.15..0.16 (0 MB dl, 3s, 98 MB rss) ok
[23:45:34] [643/764] acl@2.3.2..2.4.0 (0 MB dl, 5s, 97 MB rss) ok
[23:45:35] [644/764] popt@1.16..1.18 (0 MB dl, 4s, 96 MB rss) ok
[23:45:37] [645/764] uchardet@0.0.1..0.0.6 (0 MB dl, 3s, 95 MB rss) ok
[23:45:41] [646/764] iptables@1.8.4..1.8.5 (0 MB dl, 5s, 98 MB rss) ok
[23:45:43] [647/764] libsigc++-2.0@2.10.4..2.10.8 (0 MB dl, 13s, 129 MB rss) ok
[23:45:46] [648/764] xxhash@0.7.3..0.7.4 (0 MB dl, 3s, 100 MB rss) ok
[23:45:47] [649/764] snappy@1.1.6..1.1.7 (0 MB dl, 6s, 119 MB rss) ok
[23:45:52] [650/764] acl@2.3.1..2.3.2 (0 MB dl, 5s, 96 MB rss) ok
[23:45:56] [651/764] libsigc++-2.0@2.10.8..2.12.0 (0 MB dl, 21s, 131 MB rss) ok
[23:45:56] [652/764] acl@2.2.52..2.2.53 (0 MB dl, 4s, 96 MB rss) ok
[23:45:59] [653/764] json-c@0.14+dfsg..0.15 (0 MB dl, 3s, 98 MB rss) ok
[23:46:00] [654/764] snappy@1.1.8..1.1.9 (0 MB dl, 4s, 120 MB rss) ok
[23:46:01] [655/764] acl@2.2.53..2.3.1 (0 MB dl, 1s, 78 MB rss) ok
[23:46:02] [656/764] popt@1.18..1.19+dfsg (0 MB dl, 3s, 96 MB rss) ok
[23:46:04] [657/764] jansson@2.13.1..2.14 (0 MB dl, 3s, 98 MB rss) ok
[23:46:05] [658/764] snappy@1.1.4..1.1.6 (0 MB dl, 3s, 117 MB rss) ok
[23:46:07] [659/764] jansson@2.12..2.13.1 (0 MB dl, 2s, 98 MB rss) ok
[23:46:07] [660/764] libmwaw@0.3.19..0.3.20 (116 MB dl, 421s, 3927 MB rss) ok
[23:46:07] [661/764] libsigc++-2.0@2.12.0..2.12.1 (0 MB dl, 21s, 131 MB rss) ok
[23:46:09] [662/764] snappy@1.1.3..1.1.4 (0 MB dl, 3s, 116 MB rss) ok
[23:46:10] [663/764] json-c@0.13.1+dfsg..0.14+dfsg (0 MB dl, 3s, 98 MB rss) ok
[23:46:12] [664/764] soundtouch@2.1.2+ds1..2.2+ds1 (0 MB dl, 5s, 124 MB rss) ok
[23:46:12] [665/764] xxhash@0.7.2..0.7.3 (0 MB dl, 2s, 95 MB rss) ok
[23:46:13] [666/764] libpipeline@1.5.7..1.5.8 (0 MB dl, 4s, 97 MB rss) ok
[23:46:14] [667/764] snappy@1.1.7..1.1.8 (0 MB dl, 1s, 83 MB rss) ok
[23:46:16] [668/764] libmd@1.1.0..1.2.0 (0 MB dl, 4s, 97 MB rss) ok
[23:46:16] [669/764] iptables@1.8.7..1.8.8 (0 MB dl, 4s, 98 MB rss) ok
[23:46:17] [670/764] jansson@2.11..2.12 (0 MB dl, 3s, 98 MB rss) ok
[23:46:18] [671/764] iptables@1.8.5..1.8.6 (0 MB dl, 2s, 98 MB rss) ok
[23:46:19] [672/764] iptables@1.8.6..1.8.7 (0 MB dl, 3s, 78 MB rss) ok
[23:46:20] [673/764] json-c@0.12.1+ds..0.13.1+dfsg (0 MB dl, 3s, 98 MB rss) ok
[23:46:21] [674/764] iptables@1.8.8..1.8.9 (0 MB dl, 2s, 98 MB rss) ok
[23:46:21] [675/764] xxhash@0.7.1..0.7.2 (0 MB dl, 3s, 95 MB rss) ok
[23:46:22] [676/764] libpipeline@1.5.6..1.5.7 (0 MB dl, 3s, 97 MB rss) ok
[23:46:23] [677/764] libpipeline@1.5.5..1.5.6 (0 MB dl, 2s, 97 MB rss) ok
[23:46:24] [678/764] jansson@2.10..2.11 (0 MB dl, 3s, 98 MB rss) ok
[23:46:26] [679/764] fstrm@0.4.0..0.6.0 (0 MB dl, 4s, 97 MB rss) ok
[23:46:26] [680/764] libpipeline@1.5.4..1.5.5 (0 MB dl, 3s, 97 MB rss) ok
[23:46:27] [681/764] protobuf-c@1.3.3..1.4.1 (0 MB dl, 4s, 95 MB rss) ok
[23:46:29] [682/764] libmd@1.0.4..1.1.0 (0 MB dl, 3s, 96 MB rss) ok
[23:46:29] [683/764] libpipeline@1.5.1..1.5.2 (0 MB dl, 3s, 97 MB rss) ok
[23:46:30] [684/764] libpipeline@1.5.2..1.5.3 (0 MB dl, 3s, 97 MB rss) ok
[23:46:32] [685/764] protobuf-c@1.3.2..1.3.3 (0 MB dl, 2s, 95 MB rss) ok
[23:46:32] [686/764] fstrm@0.6.0..0.6.1 (0 MB dl, 3s, 97 MB rss) ok
[23:46:33] [687/764] libpipeline@1.5.3..1.5.4 (0 MB dl, 1s, 78 MB rss) ok
[23:46:33] [688/764] protobuf-c@1.4.1..1.5.1 (0 MB dl, 3s, 95 MB rss) ok
[23:46:34] [689/764] soundtouch@2.2+ds1..2.3.1+ds1 (0 MB dl, 1s, 80 MB rss) ok
[23:46:34] [690/764] protobuf-c@1.3.1..1.3.2 (0 MB dl, 3s, 95 MB rss) ok
[23:46:35] [691/764] jansson@2.9..2.10 (0 MB dl, 2s, 97 MB rss) ok
[23:46:36] [692/764] iptables@1.8.9..1.8.10 (0 MB dl, 1s, 98 MB rss) ok
[23:46:36] [693/764] libpipeline@1.5.0..1.5.1 (0 MB dl, 3s, 97 MB rss) ok
[23:46:38] [694/764] iptables@1.8.10..1.8.11 (0 MB dl, 4s, 98 MB rss) ok
[23:46:40] [695/764] jansson@2.7..2.9 (0 MB dl, 3s, 97 MB rss) ok
[23:46:40] [696/764] iptables@1.8.11..1.8.12 (0 MB dl, 4s, 98 MB rss) ok
[23:46:40] [697/764] bzip2@1.0.6..1.0.8 (0 MB dl, 1s, 96 MB rss) ok
[23:46:42] [698/764] iptables@1.8.12..1.8.13 (0 MB dl, 4s, 98 MB rss) ok
[23:46:43] [699/764] libmd@1.0.3..1.0.4 (0 MB dl, 3s, 96 MB rss) ok
[23:46:43] [700/764] json-c@0.12.1..0.12.1+ds (0 MB dl, 3s, 98 MB rss) ok
[23:46:45] [701/764] libpipeline@1.4.2..1.5.0 (0 MB dl, 3s, 97 MB rss) ok
[23:46:45] [702/764] libmd@1.0.1..1.0.3 (0 MB dl, 2s, 96 MB rss) ok
[23:46:46] [703/764] libcap2@2.43..2.44 (0 MB dl, 2s, 97 MB rss) ok
[23:46:48] [704/764] libcap2@2.42..2.43 (0 MB dl, 3s, 97 MB rss) ok
[23:46:48] [705/764] libmaxminddb@1.8.0..1.9.1 (0 MB dl, 2s, 97 MB rss) ok
[23:46:49] [706/764] libmaxminddb@1.9.1..1.10.0 (0 MB dl, 4s, 97 MB rss) ok
[23:46:50] [707/764] libmaxminddb@1.7.1..1.8.0 (0 MB dl, 2s, 97 MB rss) ok
[23:46:50] [708/764] json-c@0.12..0.12.1 (0 MB dl, 3s, 98 MB rss) ok
[23:46:52] [709/764] libmaxminddb@1.5.2..1.7.1 (0 MB dl, 3s, 97 MB rss) ok
[23:46:53] [710/764] libmd@1.0.0..1.0.1 (0 MB dl, 3s, 96 MB rss) ok
[23:46:53] [711/764] libmaxminddb@1.5.0..1.5.2 (0 MB dl, 3s, 97 MB rss) ok
[23:46:55] [712/764] libmaxminddb@1.4.3..1.5.0 (0 MB dl, 3s, 97 MB rss) ok
[23:46:56] [713/764] libmaxminddb@1.10.0..1.11.0 (0 MB dl, 3s, 97 MB rss) ok
[23:46:56] [714/764] libmd@0.0.0..1.0.0 (0 MB dl, 3s, 96 MB rss) ok
[23:46:57] [715/764] libmaxminddb@1.11.0..1.12.2 (0 MB dl, 1s, 98 MB rss) ok
[23:46:58] [716/764] libcap2@2.36..2.42 (0 MB dl, 2s, 97 MB rss) ok
[23:46:59] [717/764] libmaxminddb@1.12.2..1.13.3 (0 MB dl, 4s, 97 MB rss) ok
[23:47:00] [718/764] libcap-ng@0.9.2..0.9.3 (0 MB dl, 2s, 96 MB rss) ok
[23:47:01] [719/764] libcap-ng@0.9.3..0.9.5 (0 MB dl, 4s, 98 MB rss) ok
[23:47:02] [720/764] attr@2.5.2..2.6.0 (0 MB dl, 4s, 95 MB rss) ok
[23:47:03] [721/764] attr@2.5.1..2.5.2 (0 MB dl, 2s, 97 MB rss) ok
[23:47:04] [722/764] keyutils@1.6..1.6.1 (0 MB dl, 4s, 96 MB rss) ok
[23:47:05] [723/764] xxhash@0.7.0..0.7.1 (0 MB dl, 2s, 95 MB rss) ok
[23:47:05] [724/764] keyutils@1.6.1..1.6.3 (0 MB dl, 3s, 96 MB rss) ok
[23:47:06] [725/764] libcap-ng@0.9.1..0.9.2 (0 MB dl, 2s, 97 MB rss) ok
[23:47:08] [726/764] libcap-ng@0.8.5..0.9.1 (0 MB dl, 3s, 97 MB rss) ok
[23:47:08] [727/764] attr@2.4.48..2.5.1 (0 MB dl, 3s, 96 MB rss) ok
[23:47:09] [728/764] libcap-ng@0.8.4..0.8.5 (0 MB dl, 3s, 97 MB rss) ok
[23:47:10] [729/764] attr@2.4.47..2.4.48 (0 MB dl, 3s, 94 MB rss) ok
[23:47:10] [730/764] libcap-ng@0.8.3..0.8.4 (0 MB dl, 2s, 97 MB rss) ok
[23:47:12] [731/764] keyutils@1.5.9..1.6 (0 MB dl, 2s, 95 MB rss) ok
[23:47:13] [732/764] gpm@1.20.4..1.20.7 (0 MB dl, 4s, 96 MB rss) ok
[23:47:13] [733/764] libcap-ng@0.7.9..0.8.3 (0 MB dl, 2s, 96 MB rss) ok
[23:47:14] [734/764] libcap-ng@0.7.7..0.7.9 (0 MB dl, 2s, 96 MB rss) ok
[23:47:16] [735/764] libxau@1.0.9..1.0.11 (0 MB dl, 4s, 96 MB rss) ok
[23:47:16] [736/764] mythes@1.2.4..1.2.5 (0 MB dl, 3s, 95 MB rss) ok
[23:47:18] [737/764] mythes@1.2.5..1.2.6 (0 MB dl, 3s, 94 MB rss) ok
[23:47:18] [738/764] xxhash@0.6.5..0.7.0 (0 MB dl, 2s, 95 MB rss) ok
[23:47:19] [739/764] libmnl@1.0.4..1.0.5 (0 MB dl, 3s, 98 MB rss) ok
[23:47:20] [740/764] libmnl@1.0.3..1.0.4 (0 MB dl, 2s, 98 MB rss) ok
[23:47:21] [741/764] cdebconf@0.280..0.281 (0 MB dl, 3s, 96 MB rss) ok
[23:47:21] [742/764] cdebconf@0.279..0.280 (0 MB dl, 2s, 96 MB rss) ok
[23:47:22] [743/764] cdebconf@0.278..0.279 (0 MB dl, 2s, 96 MB rss) ok
[23:47:23] [744/764] cdebconf@0.277..0.278 (0 MB dl, 2s, 96 MB rss) ok
[23:47:23] [745/764] cdebconf@0.276..0.277 (0 MB dl, 2s, 96 MB rss) ok
[23:47:24] [746/764] cdebconf@0.275..0.276 (0 MB dl, 2s, 96 MB rss) ok
